# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon May 30 01:49:21 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_bmassprov,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,sy_dist
HD 136352 d,HD 136352,1,3,Radial Velocity,2019,107.24500000,2.562,8.82000,Mass,0.000000,G4 V,5664.00,1.06,0.87,-0.240,[M/H],14.6820000
HD 136418 b,HD 136418,1,1,Radial Velocity,2009,464.29999000,13.300,680.15620,Msini,0.250000,G5,4989.00,3.78,1.48,-0.110,[Fe/H],105.1680000
HD 136925 b,HD 136925,1,1,Radial Velocity,2021,4540.00000000,13.900,266.97586,Msini,0.103000,,5773.19,1.19,0.88,-0.217,[Fe/H],47.8740000
HD 137388 b,HD 137388,1,1,Radial Velocity,2011,330.00000000,9.320,63.56600,Msini,0.360000,K2 IV,5181.00,0.88,0.68,0.190,[Fe/H],40.4841000
HD 137496 b,HD 137496,1,2,Transit,2021,1.62116000,1.310,4.04000,Mass,0.000000,G,5799.00,1.59,1.04,-0.030,[Fe/H],155.3170000
HD 137496 c,HD 137496,1,2,Radial Velocity,2021,479.90000000,12.600,2434.56560,Msini,0.477000,G,5799.00,1.59,1.04,-0.030,[Fe/H],155.3170000
HD 13808 b,HD 13808,1,2,Radial Velocity,2021,14.18150000,3.350,11.20000,Msini,0.071000,K2 V,5035.00,0.78,0.77,-0.210,[Fe/H],28.2305000
HD 13808 c,HD 13808,1,2,Radial Velocity,2021,53.75300000,3.130,9.96000,Msini,0.156000,K2 V,5035.00,0.78,0.77,-0.210,[Fe/H],28.2305000
HD 13908 b,HD 13908,1,2,Radial Velocity,2013,19.38200000,13.900,274.91000,Msini,0.020000,F8 V,6255.00,1.67,1.29,0.010,[Fe/H],79.5515000
HD 13908 c,HD 13908,1,2,Radial Velocity,2013,931.00000000,12.800,1630.40000,Msini,0.120000,F8 V,6255.00,1.67,1.29,0.010,[Fe/H],79.5515000
HD 13931 b,HD 13931,1,1,Radial Velocity,2009,4218.00000000,13.300,699.22600,Msini,0.020000,G0,5867.00,1.25,1.30,0.050,[Fe/H],47.3963000
HD 139357 b,HD 139357,1,1,Radial Velocity,2008,1125.70000000,12.500,3101.89000,Msini,0.100000,K0,4700.00,11.47,1.35,-0.130,[Fe/H],112.0900000
HD 1397 b,HD 1397,1,1,Transit,2018,11.53533000,11.500,131.89945,Mass,0.251000,G5 III/IV,5521.00,2.34,1.32,0.290,[Fe/H],79.5702000
HD 14067 b,HD 14067,1,1,Radial Velocity,2014,1455.00000000,12.600,2479.00000,Msini,0.533000,G9 III,4815.00,12.40,2.40,-0.100,[Fe/H],142.0240000
HD 141004 b,HD 141004,1,1,Radial Velocity,2021,15.50830000,3.770,13.63484,Msini,0.160000,G0Vvar,5885.38,1.39,1.05,0.025,[Fe/H],11.8148000
HD 141399 b,HD 141399,1,4,Radial Velocity,2014,94.44000000,14.300,143.34133,Msini,0.040000,K0,5600.00,1.39,1.07,0.350,[Fe/H],37.0169000
HD 141399 c,HD 141399,1,4,Radial Velocity,2014,201.99000000,13.600,422.71390,Msini,0.048000,K0,5600.00,1.39,1.07,0.350,[Fe/H],37.0169000
HD 141399 d,HD 141399,1,4,Radial Velocity,2014,1069.80000000,13.700,375.03940,Msini,0.074000,K0,5600.00,1.39,1.07,0.350,[Fe/H],37.0169000
HD 141399 e,HD 141399,1,4,Radial Velocity,2014,5000.00000000,14.100,209.76780,Msini,0.260000,K0,5600.00,1.39,1.07,0.350,[Fe/H],37.0169000
HD 141937 b,HD 141937,1,1,Radial Velocity,2002,653.21997000,12.500,3079.77270,Msini,0.410000,G2/G3 V,5870.00,1.03,1.09,0.110,[Fe/H],33.3622000
HD 142 b,HD 142,2,2,Radial Velocity,2001,349.70000000,13.700,397.27000,Msini,0.170000,G1 IV,6245.00,1.47,1.23,0.090,[Fe/H],26.1853000
HD 142 c,HD 142,2,2,Radial Velocity,2012,6005.00000000,12.800,1684.40000,Msini,0.210000,F7V,6245.00,1.47,1.23,0.090,[Fe/H],26.1853000
HD 142022 A b,HD 142022 A,2,1,Radial Velocity,2005,1928.00000000,12.900,1411.16520,Msini,0.530000,K0,5421.00,1.04,0.90,0.190,[Fe/H],34.2802000
HD 142245 b,HD 142245,3,1,Radial Velocity,2011,1299.00000000,13.100,975.73810,Msini,0.000000,K0,4922.00,4.63,3.50,0.170,[Fe/H],97.2305000
HD 142415 b,HD 142415,1,1,Radial Velocity,2003,386.29999000,13.500,530.77610,Msini,0.500000,G1 V,5940.00,1.04,1.07,0.130,[Fe/H],35.5318000
HD 143105 b,HD 143105,1,1,Radial Velocity,2016,2.19740000,13.700,384.57430,Msini,0.070000,F5,6380.00,1.65,1.51,0.150,[Fe/H],46.7789000
HD 143361 b,HD 143361,1,1,Radial Velocity,2008,1039.15000000,13.100,1122.57556,Msini,0.197000,G6 V,5507.00,0.92,0.97,0.140,[Fe/H],68.5146000
HD 145377 b,HD 145377,1,1,Radial Velocity,2008,103.95000000,12.800,1913.33660,Msini,0.310000,G3 V,6014.00,1.05,1.20,0.110,[Fe/H],53.4884000
HD 145457 b,HD 145457,1,1,Radial Velocity,2010,176.30000000,13.300,708.76090,Msini,0.110000,K0,4769.00,10.52,1.23,-0.250,[Fe/H],135.2920000
HD 145675 c,14 Her,1,2,Radial Velocity,2021,25000.00000000,12.800,1843.40476,Msini,0.450000,K0V,5314.94,1.00,0.97,0.405,[Fe/H],17.9323000
HD 145934 b,HD 145934,1,1,Radial Velocity,2015,2730.00000000,13.300,724.62000,Msini,0.053000,K0,4823.75,5.38,1.75,0.095,[Fe/H],227.8810000
HD 1461 b,HD 1461,1,2,Radial Velocity,2010,5.77152000,2.420,6.44000,Msini,0.172000,G0 V,5765.00,1.15,1.02,0.190,[Fe/H],23.4534000
HD 1461 c,HD 1461,1,2,Radial Velocity,2015,13.50520000,2.230,5.59000,Msini,0.305000,G0 V,5765.00,1.15,1.02,0.190,[Fe/H],23.4534000
HD 147018 b,HD 147018,1,2,Radial Velocity,2009,44.23600000,13.400,674.00000,Msini,0.468600,G9 V,5441.00,0.94,0.93,0.100,[Fe/H],40.4256000
HD 147018 c,HD 147018,1,2,Radial Velocity,2009,1008.00000000,12.700,2080.00000,Msini,0.133000,G9 V,5441.00,0.94,0.93,0.100,[Fe/H],40.4256000
HD 147379 b,HD 147379,2,1,Radial Velocity,2017,86.78000000,5.820,28.55000,Msini,0.070000,M1,4156.00,0.63,0.60,0.190,[Fe/H],10.7643000
HD 147513 b,HD 147513,2,1,Radial Velocity,2003,528.40000000,13.700,385.00000,Msini,0.260000,G3/5V,5883.00,0.98,1.11,0.060,[Fe/H],12.9032000
HD 14787 b,HD 14787,1,1,Radial Velocity,2018,676.60000000,13.700,356.28743,Msini,0.155000,G5,4946.00,5.01,1.43,0.000,[M/H],119.1370000
HD 147873 b,HD 147873,2,2,Radial Velocity,2016,116.59600000,12.800,1633.64620,Msini,0.207000,G1 V,5972.00,2.29,1.38,0.030,[Fe/H],109.0550000
HD 147873 c,HD 147873,2,2,Radial Velocity,2016,491.54000000,13.300,731.00900,Msini,0.230000,G1 V,5972.00,2.29,1.38,0.030,[Fe/H],109.0550000
HD 148156 b,HD 148156,1,1,Radial Velocity,2009,1027.00000000,13.900,270.14400,Msini,0.520000,G0/2 V,6308.00,1.21,1.22,0.290,[Fe/H],57.1289000
HD 148164 b,HD 148164,1,2,Radial Velocity,2018,328.55000000,13.700,390.93090,Msini,0.587000,F8,6032.00,1.34,1.21,0.240,[Fe/H],77.1971000
HD 148164 c,HD 148164,1,2,Radial Velocity,2018,5062.00000000,12.800,1640.00280,Msini,0.125000,F8,6032.00,1.34,1.21,0.240,[Fe/H],77.1971000
HD 148427 b,HD 148427,1,1,Radial Velocity,2009,331.50000000,13.600,413.17900,Msini,0.160000,K0 III/IV,5025.00,3.86,1.64,0.080,[Fe/H],71.3499000
HD 149026 b,HD 149026,1,1,Radial Velocity,2005,2.87589000,8.295,120.77540,Mass,0.000000,G0,6179.00,1.41,1.42,0.320,[Fe/H],75.8643000
HD 149143 b,HD 149143,1,1,Radial Velocity,2005,4.07182000,13.600,422.71390,Msini,0.016700,G0,5856.00,1.44,1.20,0.290,[Fe/H],73.2801000
HD 1502 b,HD 1502,1,1,Radial Velocity,2011,428.50000000,13.200,874.03250,Msini,0.031000,K0,4947.00,4.67,1.46,0.090,[Fe/H],190.9530000
HD 150706 b,HD 150706,1,1,Radial Velocity,2012,5894.00000000,13.200,861.28000,Msini,0.380000,G0 V,5961.00,0.96,1.17,-0.010,[Fe/H],28.2697000
HD 152079 b,HD 152079,1,1,Radial Velocity,2009,2918.92000000,13.200,845.74563,Msini,0.532000,G6 V,5907.00,1.13,1.15,0.290,[Fe/H],87.8888000
HD 152581 b,HD 152581,1,1,Radial Velocity,2011,686.50000000,13.400,594.02427,Msini,0.040000,K0,5027.00,5.14,1.30,-0.460,[Fe/H],165.7600000
HD 152843 b,HD 152843,1,2,Transit,2021,11.62640000,3.410,11.56000,Mass,0.140000,G0,6310.00,1.43,1.15,-0.160,[Fe/H],107.8980000
HD 152843 c,HD 152843,1,2,Transit,2021,24.38000000,5.830,27.50000,Mass,0.115000,G0,6310.00,1.43,1.15,-0.160,[Fe/H],107.8980000
HD 15337 b,HD 15337,1,2,Transit,2019,4.75615000,1.640,7.51000,Mass,0.090000,K1 V,5125.00,0.86,0.90,0.150,[Fe/H],44.8155000
HD 15337 c,HD 15337,1,2,Transit,2019,17.17840000,2.390,8.11000,Mass,0.050000,K1 V,5125.00,0.86,0.90,0.150,[Fe/H],44.8155000
HD 153950 b,HD 153950,1,1,Radial Velocity,2008,499.39999000,13.200,937.59850,Msini,0.340000,F8 V,6124.00,1.28,1.25,-0.010,[Fe/H],48.4549000
HD 154088 b,HD 154088,1,1,Radial Velocity,2021,18.56000000,2.460,6.60000,Msini,0.344000,K0 IV-V,5374.00,0.95,0.91,0.280,[Fe/H],18.2692000
HD 154345 b,HD 154345,1,1,Radial Velocity,2006,3341.55884000,13.900,260.62060,Msini,0.040000,G8V,5468.00,0.85,0.71,-0.110,[Fe/H],18.2840000
HD 154672 b,HD 154672,1,1,Radial Velocity,2008,163.94000000,12.800,1706.74710,Msini,0.610000,G3 IV,5743.00,1.32,1.18,0.250,[Fe/H],63.0484000
HD 154857 b,HD 154857,1,2,Radial Velocity,2004,408.60001000,13.300,778.68350,Msini,0.460000,G5 V,5589.00,2.30,1.96,-0.220,[Fe/H],63.4482000
HD 154857 c,HD 154857,1,2,Radial Velocity,2014,3452.00000000,13.200,819.97000,Msini,0.060000,G5 V,5605.00,1.76,1.72,-0.200,[Fe/H],63.4482000
HD 155193 b,HD 155193,1,1,Radial Velocity,2021,352.65000000,14.000,238.37131,Msini,0.210000,F8 IV,6239.00,1.76,1.22,0.050,[Fe/H],57.7995000
HD 155233 b,HD 155233,2,1,Radial Velocity,2015,818.80000000,13.200,826.35800,Msini,0.040000,K1 III,4960.00,5.03,1.69,0.080,[Fe/H],74.2309000
HD 155358 b,HD 155358,1,2,Radial Velocity,2007,194.30000000,13.800,314.65170,Msini,0.170000,G0,5905.00,1.38,1.15,-0.600,[Fe/H],43.6197000
HD 155358 c,HD 155358,1,2,Radial Velocity,2007,391.90000000,13.900,261.00000,Msini,0.160000,G0,5900.00,1.38,0.92,-0.510,[Fe/H],43.6197000
HD 156279 b,HD 156279,1,2,Radial Velocity,2011,131.05000000,12.500,3140.16040,Msini,0.710000,G6,5453.00,0.95,0.95,0.140,[Fe/H],36.1945000
HD 156279 c,HD 156279,1,2,Radial Velocity,2018,4191.00000000,12.600,2733.33800,Msini,0.231000,G6,5458.24,0.97,0.93,0.192,[Fe/H],36.1945000
HD 156411 b,HD 156411,1,1,Radial Velocity,2009,842.20000000,14.000,235.18000,Msini,0.220000,F8 IV/V,5900.00,2.16,1.25,-0.120,[Fe/H],56.8655000
HD 156668 b,HD 156668,1,2,Radial Velocity,2010,4.64550000,1.870,4.15000,Msini,0.000000,K2,4850.00,0.72,0.77,0.050,[Fe/H],24.3323000
HD 156668 c,HD 156668,1,2,Radial Velocity,2021,811.30000000,6.170,31.49680,Msini,0.089000,K2,4903.69,0.77,0.79,0.049,[Fe/H],24.3323000
HD 156846 b,HD 156846,2,1,Radial Velocity,2007,359.51001000,12.400,3391.24610,Msini,0.850000,G0 V,6090.00,1.90,1.38,0.150,[Fe/H],47.7332000
HD 158038 b,HD 158038,1,1,Radial Velocity,2011,521.00000000,13.500,486.27990,Msini,0.290000,K0,4860.00,4.50,1.30,0.190,[Fe/H],94.8625000
HD 158259 b,HD 158259,1,5,Radial Velocity,2020,2.17800000,1.214,2.22000,Msini,,G0,5801.89,1.21,1.08,,,27.0498000
HD 158259 c,HD 158259,1,5,Radial Velocity,2020,3.43200000,2.230,5.60000,Msini,,G0,5801.89,1.21,1.08,,,27.0498000
HD 158259 d,HD 158259,1,5,Radial Velocity,2020,5.19808140,2.180,5.41000,Msini,,G0,5801.89,1.21,1.08,,,27.0498000
HD 158259 e,HD 158259,1,5,Radial Velocity,2020,7.95100000,2.340,6.08000,Msini,,G0,5801.89,1.21,1.08,,,27.0498000
HD 158259 f,HD 158259,1,5,Radial Velocity,2020,12.02800000,2.350,6.14000,Msini,,G0,5801.89,1.21,1.08,,,27.0498000
HD 158996 b,HD 158996,1,1,Radial Velocity,2018,820.20000000,12.300,4449.62000,Msini,0.130000,K5 III,4069.00,50.30,1.80,-0.200,[Fe/H],283.6590000
HD 159243 b,HD 159243,1,2,Radial Velocity,2013,12.62000000,13.700,359.13000,Msini,0.020000,G0 V,6123.00,1.12,1.12,0.050,[Fe/H],73.3055000
HD 159243 c,HD 159243,1,2,Radial Velocity,2013,248.40000000,13.400,603.90000,Msini,0.075000,G0 V,6123.00,1.12,1.12,0.050,[Fe/H],73.3055000
HD 159868 b,HD 159868,1,2,Radial Velocity,2006,1184.10000000,13.300,704.94694,Msini,0.024000,G5 V,5534.00,2.13,1.19,-0.080,[Fe/H],55.8503000
HD 159868 c,HD 159868,1,2,Radial Velocity,2012,351.00000000,14.000,244.09344,Msini,0.184000,G5 V,5534.00,2.13,1.19,-0.080,[Fe/H],55.8503000
HD 1605 b,HD 1605,1,2,Radial Velocity,2015,577.20000000,13.800,296.85322,Msini,0.095000,K1 IV,4915.00,3.49,1.33,0.220,[Fe/H],88.8047000
HD 1605 c,HD 1605,1,2,Radial Velocity,2015,2149.00000000,13.000,1150.54460,Msini,0.099000,K1 IV,4915.00,3.49,1.33,0.220,[Fe/H],88.8047000
HD 160691 b,HD 160691,1,4,Radial Velocity,2000,643.25000000,13.500,532.68308,Msini,0.128000,G5 V,5807.00,1.38,1.08,0.302,[M/H],15.5981000
HD 160691 c,HD 160691,1,4,Radial Velocity,2004,4205.80000000,13.400,576.51900,Msini,0.098500,G3IV/V,5807.00,1.38,1.08,0.302,[M/H],15.5981000
HD 160691 d,HD 160691,1,4,Radial Velocity,2004,9.63860000,3.240,10.55470,Msini,0.172000,G3IV/V,5813.00,1.38,1.08,0.302,[M/H],15.5981000
HD 160691 e,HD 160691,1,4,Radial Velocity,2006,310.55000000,14.200,165.86850,Msini,0.066600,G3IV/V,5771.56,1.38,1.08,0.302,[M/H],15.5981000
HD 161178 b,HD 161178,1,1,Radial Velocity,2021,279.30000000,14.100,181.16219,Msini,0.044000,G9 III,4786.00,10.95,1.06,-0.210,[Fe/H],107.1880000
HD 16141 b,HD 16141,2,1,Radial Velocity,2000,75.52300000,10.900,82.63580,Msini,0.250000,G5 IV,5757.00,1.48,1.11,0.130,[Fe/H],37.7861000
HD 16175 b,HD 16175,1,1,Radial Velocity,2009,990.00000000,12.800,1620.93300,Msini,0.600000,G0,5981.00,1.72,1.63,0.300,[Fe/H],59.8590000
HD 162020 b,HD 162020,1,1,Radial Velocity,2002,8.42820000,12.500,3127.44720,Msini,0.280000,K3 V,4723.00,0.75,0.42,-0.100,[Fe/H],30.8248000
HD 163607 b,HD 163607,1,2,Radial Velocity,2010,75.22030000,13.900,249.05159,Msini,0.744100,G5,5522.00,1.76,1.12,0.210,[Fe/H],67.7855000
HD 163607 c,HD 163607,1,2,Radial Velocity,2010,1272.00000000,13.300,699.54383,Msini,0.080000,G5,5522.00,1.76,1.12,0.210,[Fe/H],67.7855000
HD 16417 b,HD 16417,2,1,Radial Velocity,2008,17.24000000,5.000,22.10000,Msini,0.200000,G1 V,5841.00,1.64,1.20,0.060,[Fe/H],25.3936000
HD 164509 b,HD 164509,2,1,Radial Velocity,2010,280.17000000,14.300,140.79869,Msini,0.238000,G5,5859.00,1.11,1.12,0.200,[Fe/H],53.1119000
HD 164595 b,HD 164595,2,1,Radial Velocity,2015,40.00000000,4.160,16.14000,Msini,0.088000,G2 V,5790.00,1.02,0.99,-0.040,[Fe/H],28.2540000
HD 164604 b,HD 164604,1,1,Radial Velocity,2009,641.47200000,13.400,635.00000,Msini,0.350000,K3.5 V,4684.00,0.77,0.77,-0.180,[Fe/H],39.3633000
HD 164922 b,HD 164922,1,4,Radial Velocity,2005,1207.00000000,13.300,116.00000,Msini,0.080000,G9 V,5390.00,0.95,0.93,0.180,[Fe/H],22.0016000
HD 164922 c,HD 164922,1,4,Radial Velocity,2016,75.74000000,3.660,13.00000,Msini,0.120000,G9 V,5390.00,0.95,0.93,0.180,[Fe/H],22.0016000
HD 164922 d,HD 164922,1,4,Radial Velocity,2020,12.45800000,1.830,4.00000,Msini,0.120000,G9 V,5390.00,0.95,0.93,0.180,[Fe/H],22.0016000
HD 164922 e,HD 164922,1,4,Radial Velocity,2021,41.76300000,3.230,10.52012,Msini,0.086000,G9 V,5393.43,1.00,0.92,0.197,[Fe/H],22.0016000
HD 165155 b,HD 165155,1,1,Radial Velocity,2016,434.50000000,13.200,918.52870,Msini,0.200000,G8 V,5426.00,0.95,1.02,0.090,[Fe/H],63.3574000
HD 1666 b,HD 1666,1,1,Radial Velocity,2015,270.00000000,12.700,2040.00000,Msini,0.630000,F7 V,6317.00,1.93,1.50,0.370,[Fe/H],117.9080000
HD 166724 b,HD 166724,1,1,Radial Velocity,2012,5144.00000000,13.100,1121.89000,Msini,0.734000,K0 IV-V,5127.00,0.80,0.81,-0.090,[Fe/H],45.1342000
HD 167042 b,HD 167042,1,1,Radial Velocity,2007,420.77000000,13.500,540.29000,Msini,0.089000,K1 IV,5010.00,4.30,1.72,0.050,[Fe/H],49.6633000
HD 168009 b,HD 168009,1,1,Radial Velocity,2021,15.14790000,3.050,9.53485,Msini,0.120000,G2V,5778.33,1.21,0.99,0.018,[Fe/H],23.3032000
HD 168443 b,HD 168443,1,2,Radial Velocity,1998,58.11247000,12.600,2434.15700,Msini,0.528830,G5,5491.00,1.51,0.99,0.040,[Fe/H],39.6245000
HD 168443 c,HD 168443,1,2,Radial Velocity,2000,1749.83000000,12.200,5464.22100,Msini,0.211300,G5,5491.00,1.51,0.99,0.040,[Fe/H],39.6245000
HD 168746 b,HD 168746,1,1,Radial Velocity,2002,6.40400000,11.100,85.81410,Msini,0.110000,G5,5570.00,1.09,1.07,-0.080,[Fe/H],41.5681000
HD 1690 b,HD 1690,1,1,Radial Velocity,2010,533.00000000,12.500,2793.72570,Msini,0.640000,K1 III,4374.00,21.66,1.86,-0.270,[Fe/H],752.6150000
HD 169830 b,HD 169830,1,2,Radial Velocity,2000,225.62000000,13.200,915.31000,Msini,0.310000,F8 V,6299.00,1.94,1.40,0.210,[Fe/H],37.6048000
HD 169830 c,HD 169830,1,2,Radial Velocity,2003,2102.00000000,13.000,1283.98000,Msini,0.330000,F8 V,6299.00,1.94,1.40,0.210,[Fe/H],37.6048000
HD 170469 b,HD 170469,2,1,Radial Velocity,2007,1145.00000000,14.100,209.76780,Msini,0.110000,G5 IV,5842.00,1.24,1.10,0.290,[Fe/H],60.1780000
HD 17092 b,HD 17092,1,1,Radial Velocity,2007,359.89999000,12.500,3219.61790,Msini,0.170000,K0 III,4326.00,13.58,6.73,0.180,[Fe/H],228.4220000
HD 171028 b,HD 171028,1,1,Radial Velocity,2007,550.00000000,13.200,832.71460,Msini,0.590000,G0,5671.00,2.47,1.53,-0.480,[Fe/H],111.6590000
HD 171238 b,HD 171238,1,1,Radial Velocity,2009,1532.00000000,13.200,864.49760,Msini,0.234000,G8 V,5440.00,1.01,0.96,0.200,[Fe/H],44.8113000
HD 17156 b,HD 17156,1,1,Radial Velocity,2007,21.21663000,12.330,1115.58330,Mass,0.680000,G5,6040.00,1.55,1.41,0.190,[Fe/H],78.0863000
HD 173416 b,HD 173416,1,1,Radial Velocity,2008,323.60000000,13.200,858.10000,Msini,0.210000,G8,4683.00,13.50,2.00,-0.220,[Fe/H],132.1840000
HD 175167 b,HD 175167,1,1,Radial Velocity,2009,1290.00000000,12.500,2850.93510,Msini,0.540000,G5 IV/V,5635.00,1.75,1.37,0.280,[Fe/H],71.0863000
HD 175541 b,HD 175541,1,1,Radial Velocity,2007,298.43000000,14.100,190.06234,Msini,0.110000,G8 IV,5013.00,4.19,1.39,-0.070,[Fe/H],129.6030000
HD 175607 b,HD 175607,1,1,Radial Velocity,2015,29.01000000,2.940,8.98000,Msini,0.110000,G6 V,5392.00,0.70,0.71,-0.620,[Fe/H],40.3303000
HD 17674 b,HD 17674,1,1,Radial Velocity,2017,623.80000000,13.900,276.51210,Msini,0.130000,G0 V,5904.00,1.18,0.98,-0.160,[Fe/H],44.4264000
HD 176986 b,HD 176986,1,2,Radial Velocity,2017,6.48980000,2.260,5.74000,Msini,0.066000,K2.5 V,4931.00,0.78,0.79,0.030,[Fe/H],27.7843000
HD 176986 c,HD 176986,1,2,Radial Velocity,2017,16.81910000,2.980,9.18000,Msini,0.111000,K2.5 V,4931.00,0.78,0.79,0.030,[Fe/H],27.7843000
HD 177565 b,HD 177565,1,1,Radial Velocity,2017,44.50500000,4.000,15.10000,Msini,0.059300,G8V,5627.00,0.97,1.00,0.081,[M/H],16.9179000
HD 177830 b,HD 177830,2,2,Radial Velocity,1999,410.10001000,13.500,537.13270,Msini,0.100000,K0,4901.00,3.26,1.70,0.420,[Fe/H],62.7674000
HD 177830 c,HD 177830,2,2,Radial Velocity,2010,110.90000000,7.870,47.67250,Msini,0.300000,K0,4949.00,2.62,1.47,0.545,[Fe/H],62.7674000
HD 178911 B b,HD 178911 B,3,1,Radial Velocity,2001,71.48400000,12.600,2552.17490,Msini,0.110000,G5,5588.00,1.08,1.24,0.240,[Fe/H],40.9727000
HD 179079 b,HD 179079,1,1,Radial Velocity,2008,14.47900000,5.480,25.74423,Msini,0.049000,G5 IV,5646.00,1.63,1.14,0.240,[Fe/H],69.7116000
HD 179949 b,HD 179949,1,1,Radial Velocity,2000,3.09251400,13.900,291.12000,Msini,0.022000,F8 V,6168.00,1.27,1.21,0.137,[Fe/H],27.4573000
HD 180053 b,HD 180053,1,1,Radial Velocity,2018,213.72000000,13.300,697.31902,Msini,0.081000,K0,5131.00,4.06,1.75,0.250,[M/H],137.0430000
HD 18015 b,HD 18015,1,1,Radial Velocity,2018,2278.00000000,13.100,1010.69940,Msini,0.148000,G6 IV,5603.00,3.13,1.49,-0.081,[M/H],123.8010000
HD 180314 b,HD 180314,1,1,Radial Velocity,2010,396.03000000,12.100,6397.91790,Msini,0.260000,K0,4924.00,8.13,2.20,0.140,[Fe/H],122.3620000
HD 180617 b,HD 180617,2,1,Radial Velocity,2018,105.91100000,3.530,12.21400,Msini,0.101000,M2.5 V,3534.00,0.48,0.48,-0.040,[Fe/H],5.9105900
HD 180902 b,HD 180902,2,1,Radial Velocity,2009,510.90000000,13.500,535.54355,Msini,0.107000,K0 III/IV,4961.00,4.16,1.41,0.040,[Fe/H],104.5770000
HD 181234 b,HD 181234,1,1,Radial Velocity,2019,7462.05750000,12.600,2660.23710,Msini,0.730000,G5,5386.00,1.05,1.01,0.320,[Fe/H],47.7458000
HD 181342 b,HD 181342,1,1,Radial Velocity,2009,564.10000000,13.200,807.28820,Msini,0.022000,K0 III,4945.00,4.71,1.69,0.260,[Fe/H],120.3910000
HD 181433 b,HD 181433,1,3,Radial Velocity,2008,9.37430000,2.400,6.35660,Msini,0.400000,K3 IV,4918.00,0.79,0.63,0.380,[Fe/H],26.8762000
HD 181433 c,HD 181433,1,3,Radial Velocity,2008,962.00000000,14.100,203.00000,Msini,0.280000,K3 IV,4962.00,0.81,0.78,0.330,[Fe/H],26.8762000
HD 181433 d,HD 181433,1,3,Radial Velocity,2008,2172.00000000,14.200,171.00000,Msini,0.480000,K3 IV,4962.00,0.81,0.78,0.330,[Fe/H],26.8762000
HD 181720 b,HD 181720,1,1,Radial Velocity,2009,956.00000000,14.000,127.13200,Msini,0.260000,G1 V,5736.00,1.50,1.03,-0.620,[Fe/H],60.2046000
HD 183263 b,HD 183263,1,2,Radial Velocity,2004,626.51599000,13.000,1255.42850,Msini,0.360000,G2 IV,5948.00,1.23,1.31,0.290,[Fe/H],54.1955000
HD 183263 c,HD 183263,1,2,Radial Velocity,2008,3070.00000000,13.000,1134.61000,Msini,0.239000,G2 IV,5867.00,1.29,1.06,0.270,[M/H],54.1955000
HD 183579 b,HD 183579,1,1,Transit,2021,17.47127800,3.550,19.70000,Mass,0.280000,G2 V,5788.00,0.98,1.03,-0.023,[Fe/H],57.2651000
HD 185269 b,HD 185269,3,1,Radial Velocity,2006,6.83776000,13.800,321.00830,Msini,0.229000,G0 IV,5923.00,2.00,1.30,0.110,[Fe/H],51.9917000
HD 187085 b,HD 187085,1,1,Radial Velocity,2006,1019.74000000,13.900,265.70588,Msini,0.251000,G0 V,6117.00,1.27,1.19,0.120,[Fe/H],45.8993000
HD 187123 b,HD 187123,1,2,Radial Velocity,1998,3.09658280,14.200,166.21800,Msini,0.010300,G3 V,5790.00,1.15,1.04,0.090,[M/H],45.9548000
HD 187123 c,HD 187123,1,2,Radial Velocity,2008,3810.00000000,13.400,632.46000,Msini,0.252000,G3 V,5790.00,1.15,1.04,0.090,[M/H],45.9548000
HD 18742 b,HD 18742,1,1,Radial Velocity,2011,766.00000000,13.100,1080.62200,Msini,0.040000,G8/K0 IV,4940.00,5.13,1.36,-0.040,[Fe/H],162.6850000
HD 188015 b,HD 188015,2,1,Radial Velocity,2004,461.20000000,13.600,476.72000,Msini,0.137000,G5 IV,5746.00,1.13,1.09,0.289,[Fe/H],50.6706000
HD 189567 b,HD 189567,1,2,Radial Velocity,2021,14.28800000,2.850,8.50000,Msini,0.189000,G3 V,5726.00,1.04,0.83,-0.240,[Fe/H],17.9055000
HD 189567 c,HD 189567,1,2,Radial Velocity,2021,33.68800000,2.540,7.00000,Msini,0.160000,G3 V,5726.00,1.04,0.83,-0.240,[Fe/H],17.9055000
